,pH,EC,OC,N,P,K,S,Zn,Fe,Cu,Mn,Target,Sub_Target
6191,7.6,0.69,0.37,257.15,16.38,180.5,26.32,0.7,6.28,0.48,2.68,2,4
6192,7.6,0.69,0.37,257.15,16.38,180.5,26.32,0.7,6.28,0.48,2.68,2,4
6193,7.4,0.77,0.35,253.25,11.44,206.4,16.5,0.6,6.16,0.4,2.56,2,4
6194,7.4,0.77,0.35,253.25,11.44,206.4,16.5,0.6,6.16,0.4,2.56,2,4
6195,7.5,0.72,0.31,215.45,14.52,212.7,23.1,0.68,6.4,0.52,2.38,2,6
6196,7.5,0.72,0.31,215.45,14.52,212.7,23.1,0.68,6.4,0.52,2.38,2,6
6197,7.2,0.73,0.44,305.8,13.36,184.4,16.72,0.74,7.32,0.32,2.42,2,4
6198,7.2,0.73,0.44,305.8,13.36,184.4,16.72,0.74,7.32,0.32,2.42,2,4
6199,6.8,0.72,0.23,159.85,12.64,162.6,13.1,0.62,7.52,0.28,2.4,2,6
6200,6.8,0.72,0.23,159.85,12.64,162.6,13.1,0.62,7.52,0.28,2.4,2,6
6201,7,0.61,0.41,284.95,10.48,202.4,18.3,0.66,6.4,0.44,2.62,2,4
6202,7,0.61,0.41,284.95,10.48,202.4,18.3,0.66,6.4,0.44,2.62,2,4
6203,7.1,0.7,0.31,215.25,15.6,196.6,17.7,0.76,6.32,0.26,2.74,2,6
6204,7.1,0.7,0.31,215.25,15.6,196.6,17.7,0.76,6.32,0.26,2.74,2,6
6205,7.7,0.7,0.33,229.35,12.78,172.3,18.5,0.68,6.64,0.48,2.7,2,4
6206,7.7,0.7,0.33,229.35,12.78,172.3,18.5,0.68,6.64,0.48,2.7,2,4
6207,7.3,0.73,0.26,180.7,11.66,175.5,19.7,0.72,7.32,0.4,2.52,2,6
6208,7.3,0.73,0.26,180.7,11.66,175.5,19.7,0.72,7.32,0.4,2.52,2,6
6209,7.2,0.74,0.14,97.3,10.44,164.2,16.7,0.62,6.44,0.54,2.56,2,6
6210,7.2,0.74,0.14,97.3,10.44,164.2,16.7,0.62,6.44,0.54,2.56,2,6
6211,6.9,0.69,0.34,236.3,13.46,152.6,18,0.74,6.26,0.48,2.76,2,4
6212,6.9,0.69,0.34,236.3,13.46,152.6,18,0.74,6.26,0.48,2.76,2,4
6213,7.4,0.72,0.32,222.4,16.6,154.5,19.7,0.7,6.2,0.46,2.46,2,4
6214,7.4,0.72,0.32,222.4,16.6,154.5,19.7,0.7,6.2,0.46,2.46,2,4
6215,7.2,0.71,0.3,208.5,15.38,162.6,18.2,0.66,6.4,0.48,2.78,2,6
6216,7.2,0.71,0.3,208.5,15.38,162.6,18.2,0.66,6.4,0.48,2.78,2,6
6217,7.3,0.69,0.2,139,12.32,157.9,19.3,0.72,6.38,0.52,2.86,2,6
6218,7.3,0.69,0.2,139,12.32,157.9,19.3,0.72,6.38,0.52,2.86,2,6
6219,7,0.64,0.4,278,10.78,162.6,16.3,0.68,7.14,0.36,2.46,2,4
6220,7,0.64,0.4,278,10.78,162.6,16.3,0.68,7.14,0.36,2.46,2,4
6221,7.4,0.73,0.29,201.55,12.82,194.8,18.5,0.74,6.68,0.48,2.38,2,6
6222,7.4,0.73,0.29,201.55,12.82,194.8,18.5,0.74,6.68,0.48,2.38,2,6
6223,7.2,0.7,0.39,271.05,11.68,176.5,13.7,0.62,6.52,0.24,2.24,2,4
6224,7.2,0.7,0.39,271.05,11.68,176.5,13.7,0.62,6.52,0.24,2.24,2,4
6225,7.1,0.71,0.33,229,15.66,150.4,13.2,0.76,7.26,0.32,2.18,2,4
6226,7.1,0.71,0.33,229,15.66,150.4,13.2,0.76,7.26,0.32,2.18,2,4
6227,7.2,0.74,0.26,180.7,10.72,178.7,17.2,0.6,7.42,0.34,2.5,2,6
6228,7.2,0.74,0.26,180.7,10.72,178.7,17.2,0.6,7.42,0.34,2.5,2,6
6229,7.3,0.67,0.4,278,16.76,186,19.3,0.72,7.64,0.26,2.16,2,4
6230,7.3,0.67,0.4,278,16.76,186,19.3,0.72,7.64,0.26,2.16,2,4
6231,6.8,0.77,0.22,152.9,10.86,192.4,18.7,0.64,6.56,0.46,3.16,2,6
6232,6.8,0.77,0.22,152.9,10.86,192.4,18.7,0.64,6.56,0.46,3.16,2,6
6233,7.1,0.71,0.32,222.4,189.52,154.7,20.3,0.66,6.42,0.4,3.78,2,4
6234,7.1,0.71,0.32,222.4,189.52,154.7,20.3,0.66,6.42,0.4,3.78,2,4
6235,6.9,0.75,0.48,333.6,11.64,199.3,16.5,0.78,6.4,0.54,2.68,2,4
6236,6.9,0.75,0.48,333.6,11.64,199.3,16.5,0.78,6.4,0.54,2.68,2,4
6237,6.3,0.7,0.4,278,12.86,208.6,18.3,0.66,7.56,0.46,2.6,2,4
6238,6.3,0.7,0.4,278,12.86,208.6,18.3,0.66,7.56,0.46,2.6,2,4
6239,6.8,0.7,0.36,250.2,14.82,211.4,17.5,0.64,7.78,0.38,2.56,2,4
6240,6.8,0.7,0.36,250.2,14.82,211.4,17.5,0.64,7.78,0.38,2.56,2,4
6241,7.2,0.69,0.34,236.3,20.74,196.2,13.6,0.76,7.54,0.42,2.72,2,4
6242,7.2,0.69,0.34,236.3,20.74,196.2,13.6,0.76,7.54,0.42,2.72,2,4
6243,7.1,0.73,0.19,132.05,12.8,184,19.6,0.62,6.22,0.44,2.64,2,6
6244,7.1,0.73,0.19,132.05,12.8,184,19.6,0.62,6.22,0.44,2.64,2,6
6245,7.3,0.69,0.2,139,12.6,176.3,28.7,0.66,6.18,0.52,3.14,2,6
6246,7.3,0.69,0.2,139,12.6,176.3,28.7,0.66,6.18,0.52,3.14,2,6
6247,7.4,0.78,0.44,305.8,14.7,180.6,198.1,0.68,6.5,0.26,2.96,2,4
6248,7.4,0.78,0.44,305.8,14.7,180.6,198.1,0.68,6.5,0.26,2.96,2,4
6249,7.2,0.63,0.29,201.55,15.68,197.5,19.6,0.7,6.48,0.28,2.82,2,6
6250,7.2,0.63,0.29,201.55,15.68,197.5,19.6,0.7,6.48,0.28,2.82,2,6
6251,6.4,0.8,0.4,278,10.26,168,28.3,0.62,6.36,0.46,2.8,2,4
6252,6.4,0.8,0.4,278,10.26,168,28.3,0.62,6.36,0.46,2.8,2,4
6253,7.4,0.8,0.41,284.95,13.24,178.2,13.5,0.66,7.58,0.36,2.76,2,4
6254,7.4,0.8,0.41,284.95,13.24,178.2,13.5,0.66,7.58,0.36,2.76,2,4
6255,7.5,0.76,0.4,278,14.48,182.6,19.3,0.72,7.38,0.32,2.2,2,4
6256,7.5,0.76,0.4,278,14.48,182.6,19.3,0.72,7.38,0.32,2.2,2,4
6257,7.3,0.7,0.22,152.9,14.8,190.4,17.6,0.76,7.36,0.44,2.68,2,6
6258,7.3,0.7,0.22,152.9,14.8,190.4,17.6,0.76,7.36,0.44,2.68,2,6
6259,7.6,0.7,0.19,132.05,10,65.1,15.08,0.66,7.42,0.28,3.92,2,6
6260,7.5,0.72,0.26,180.7,9.46,85.12,14.1,0.68,9.92,0.42,2.88,2,6
6261,7.6,0.72,0.28,194.6,10.26,78.8,13.12,0.7,9.84,0.36,4.14,2,6
6262,7.5,0.73,0.47,284.95,16.3,80.12,14.12,0.68,8.62,0.34,3.26,2,4
6263,7.6,0.78,0.42,291.9,24.1,85.1,15.08,0.66,8.14,0.32,3.22,2,4
6264,7.5,0.76,0.48,333.6,21.32,42.65,18.1,0.68,7.72,0.34,2.8,2,4
6265,7.6,0.16,0.34,236.3,18.77,48.18,21.18,0.68,7.68,0.28,2.72,2,4
6266,7.6,0.63,0.4,278,25.5,47.12,22,0.7,6.16,0.3,2.86,2,4
6267,7.6,0.74,0.44,305.8,19.4,40.16,18.8,0.68,7.78,0.32,2.74,2,4
6268,7.7,0.74,0.5,347.5,23.27,156.12,23.8,0.64,6.7,0.32,2.36,2,4
6269,7.6,0.88,0.48,333.6,23.72,180.12,26.18,0.68,8.28,0.32,2.3,2,4
6270,7.5,0.86,0.44,305.8,18.29,170.12,25.1,0.66,8.32,0.3,2.72,2,4
6271,7.6,0.74,0.12,83.4,9.5,170.12,17.1,0.66,7.22,0.26,2.36,2,6
6272,7.6,0.77,0.26,180.7,10.8,56.12,19.1,0.68,7.64,0.28,2.82,2,6
6273,7.6,0.78,0.19,132.05,9.75,50.1,10.11,0.66,8.18,0.3,2.9,2,6
6274,7.5,0.8,0.26,180.7,10.51,58.1,11.13,0.7,7.2,0.32,2.98,2,6
6275,7.6,0.74,0.22,152.9,24.02,70.1,8.1,0.68,7.24,0.36,4.14,2,6
6276,7.5,0.74,0.41,284.95,19.63,44.1,11.1,0.7,6.36,0.3,3.62,2,4
6277,7.6,0.64,0.42,291.9,18.7,51.31,10,0.68,7.5,0.34,4.36,2,4
6278,7.5,0.86,0.5,353.06,26.3,81.13,20,0.7,7.46,0.28,3.82,2,4
6279,7.6,0.77,0.45,314.83,30.63,83.14,22.1,0.68,6.16,0.32,2.64,2,4
6280,7.5,0.75,0.42,297.11,29.44,91.12,24.1,0.66,6.84,0.3,2.76,2,4
6281,7.5,0.86,0.47,327.11,36.92,57.24,13.1,0.66,6.52,0.6,2.78,2,4
6282,7.6,0.86,0.48,333.6,32.7,44.1,17.1,0.7,6.7,0.42,3.16,2,4
6283,6.8,0.23,0.5,347.5,24.7,139.4,13.3,0.62,6.62,0.4,2.26,2,4
6284,6.9,0.24,0.42,291.9,22.5,167.2,12.2,0.68,6.64,0.26,2.24,2,4
6285,7,0.24,0.48,333.6,26.2,267.2,9.75,0.84,6.36,0.36,2.56,2,5
6286,7.7,0.25,0.48,333.6,14.26,167.3,13.3,0.74,6.38,0.26,2.24,2,4
6287,6.7,0.24,0.46,319.7,17.2,167.9,13.3,0.72,6.32,0.34,2.52,2,4
6288,6.7,0.25,0.48,333.6,25.5,287.6,20,0.76,6.68,0.26,2.24,2,5
6289,7,0.25,0.5,347.5,27,167.3,14.1,0.7,6.36,0.44,2.26,2,4
6290,7,0.62,0.31,215.45,11.78,169.7,26.3,0.7,6.66,0.36,2.64,2,6
6291,7,0.62,0.31,215.45,11.78,169.7,26.3,0.7,6.66,0.36,2.64,2,6
6292,6.9,0.56,0.26,180.7,13.7,283.2,28.01,0.72,6.84,0.34,2.84,2,5
6293,6.9,0.56,0.26,180.7,13.7,283.2,28.01,0.72,6.84,0.34,2.84,2,5
6294,7.1,0.59,0.47,326.65,16.62,299.5,13.06,0.74,6.86,0.36,2.86,2,5
6295,7.1,0.59,0.47,326.65,16.62,299.5,13.06,0.74,6.86,0.36,2.86,2,5
6296,7.1,0.57,0.45,312.75,14.68,167.2,4.48,0.72,6.72,0.34,2.72,2,4
6297,7.1,0.57,0.45,312.75,14.68,167.2,4.48,0.72,6.72,0.34,2.72,2,4
6298,7.1,0.55,0.44,305.8,12.64,297.7,6.81,0.74,7.7,0.34,2.64,2,5
6299,7.1,0.55,0.44,305.8,12.64,297.7,6.81,0.74,7.7,0.34,2.64,2,5
6300,7.1,0.45,0.36,250.2,6.6,169.9,11.2,0.72,7.14,0.36,2.66,2,4
6301,7.1,0.45,0.36,250.2,6.6,169.9,11.2,0.72,7.14,0.36,2.66,2,4
6302,6.9,0.47,0.29,194.6,15.82,183.7,17.24,0.7,7.82,0.34,2.88,2,6
6303,6.9,0.47,0.29,194.6,15.82,183.7,17.24,0.7,7.82,0.34,2.88,2,6
6304,7,0.54,0.06,41.7,13.36,169.2,15.08,0.74,7.22,0.36,2.64,2,6
6305,7,0.54,0.06,41.7,13.36,169.2,15.08,0.74,7.22,0.36,2.64,2,6
6306,7,0.59,0.18,125.1,12.5,283.4,16.37,0.72,7.24,0.36,2.66,2,5
6307,7,0.59,0.18,125.1,12.5,283.4,16.37,0.72,7.24,0.36,2.66,2,5
6308,7,0.57,0.41,284.95,10.76,169.4,12.75,0.7,7.3,0.34,2.68,2,4
6309,7,0.57,0.41,284.95,10.76,169.4,12.75,0.7,7.3,0.34,2.68,2,4
6310,7,0.59,0.27,187.65,12.68,287.9,13.06,0.7,7.32,0.34,2.7,2,5
6311,7,0.59,0.27,187.65,12.68,287.9,13.06,0.7,7.32,0.34,2.7,2,5
6312,7,0.56,0.3,208.5,14.72,163.5,11.2,0.74,7.34,0.34,2.72,2,6
6313,7,0.56,0.3,208.5,14.72,163.5,11.2,0.74,7.34,0.34,2.72,2,6
6314,7,0.67,0.42,291.9,14.6,163.4,28.01,0.7,6.88,0.32,2.72,2,4
6315,7,0.67,0.42,291.9,14.6,163.4,28.01,0.7,6.88,0.32,2.72,2,4
6316,7.1,0.43,0.48,333.6,22.54,93.1,20.5,0.7,6.84,0.32,2.64,2,4
6317,7.6,0.24,0.46,319.7,10.51,127.3,16.5,0.78,6.64,0.22,2.44,2,4
6318,7.5,0.24,0.4,278,11.26,97.5,11.2,0.66,6.72,0.34,2.56,2,4
6319,7,0.27,0.48,333.6,24.7,307.1,13.26,0.72,6.42,0.46,2.7,2,5
6320,7.4,0.22,0.5,347.5,12.01,163.5,13.5,0.62,6.28,0.44,2.72,2,4
6321,7,0.14,0.48,333.6,15,190.2,14.4,0.8,6.64,0.32,2.28,2,4
6322,7.4,0.15,0.38,264.1,18,283.9,16.5,0.82,6.86,0.42,2.44,2,5
6323,7.5,0.15,0.4,278,21,137.2,13.4,0.68,6.2,0.46,2.56,2,4
6324,7.2,0.15,0.44,305.8,20.2,163.2,16.6,0.62,6.28,0.52,2.34,2,4
6325,6.9,0.7,0.45,312.75,16.3,86.43,21.5,0.9,7.62,1.78,5.62,2,4
6326,7.1,0.51,0.3,208.5,8.26,105.51,14.9,0.76,6.32,0.64,5.46,2,6
6327,7,0.6,0.34,236.3,10.6,102.14,15.8,0.74,6.48,0.86,5.5,2,4
6328,6.7,0.68,0.38,264.1,10.76,139.4,13.4,0.74,7.14,0.48,2.46,2,4
6329,6.7,0.68,0.38,264.1,10.76,139.4,13.4,0.74,7.14,0.48,2.46,2,4
6330,7.1,0.68,0.45,312.75,12.24,167.2,16.9,0.66,6.32,0.24,2.54,2,4
6331,7.1,0.68,0.45,312.75,12.24,167.2,16.9,0.66,6.32,0.24,2.54,2,4
6332,7,0.73,0.22,152.9,15.46,200.1,17.6,0.76,6.64,0.42,2.22,2,6
6333,7,0.73,0.22,152.9,15.46,200.1,17.6,0.76,6.64,0.42,2.22,2,6
6334,7.1,0.64,0.3,208,11.78,167.4,18.2,0.68,6.78,0.5,2.42,2,6
6335,7.1,0.64,0.3,208,11.78,167.4,18.2,0.68,6.78,0.5,2.42,2,6
6336,7.7,0.72,0.4,278,10.62,289.2,20.4,0.72,7.26,0.26,2.34,2,5
6337,7.7,0.72,0.4,278,10.62,289.2,20.4,0.72,7.26,0.26,2.34,2,5
6338,7.2,0.72,0.32,222.4,14.56,167.5,16.9,0.6,7.34,0.44,2.76,2,4
6339,7.2,0.72,0.32,222.4,14.56,167.5,16.9,0.6,7.34,0.44,2.76,2,4
6340,7.5,0.8,0.36,250.2,13.42,133.4,16.3,0.78,6.42,0.44,2.64,2,4
6341,7.5,0.8,0.36,250.2,13.42,133.4,16.3,0.78,6.42,0.44,2.64,2,4
6342,7.3,0.63,0.45,312.75,15.84,287.6,21.6,0.66,6.26,0.32,2.32,2,5
6343,7.3,0.63,0.45,312.75,15.84,287.6,21.6,0.66,6.26,0.32,2.32,2,5
6344,7.1,0.93,0.32,222.4,12.62,139.1,22.3,0.62,6.4,0.62,2.3,2,4
6345,7.1,0.93,0.32,222.4,12.62,139.1,22.3,0.62,6.4,0.62,2.3,2,4
6346,7.6,0.68,0.3,208.5,13.4,167.4,27.9,0.66,6.36,0.58,2.44,2,6
6347,7.6,0.68,0.3,208.5,13.4,167.4,27.9,0.66,6.36,0.58,2.44,2,6
6348,6.7,0.98,0.36,250.2,11.52,283.6,22.3,0.6,7.2,0.36,2.5,2,5
6349,6.7,0.98,0.36,250.2,11.52,283.6,22.3,0.6,7.2,0.36,2.5,2,5
6350,6.9,0.68,0.31,215.45,13.64,197.1,19.5,0.84,7.4,0.66,2.52,2,6
6351,6.9,0.68,0.31,215.45,13.64,197.1,19.5,0.84,7.4,0.66,2.52,2,6
6352,7.3,0.87,0.36,250.2,10.56,136.4,26.3,0.76,6.68,0.34,2.74,2,4
6353,7.3,0.87,0.36,250.2,10.56,136.4,26.3,0.76,6.68,0.34,2.74,2,4
6354,7,0.77,0.48,333.6,13.44,287.3,19.5,0.7,6.52,0.32,2.86,2,5
6355,7,0.77,0.48,333.6,13.44,287.3,19.5,0.7,6.52,0.32,2.86,2,5
6356,7.2,0.92,0.35,243.35,12.62,169.5,26.3,0.68,6.62,0.48,2.76,2,4
6357,7.2,0.92,0.35,243.35,12.62,169.5,26.3,0.68,6.62,0.48,2.76,2,4
6358,7.1,0.77,0.45,312.75,14.58,287.6,28.01,0.86,7.36,0.52,2.68,2,5
6359,7.1,0.77,0.45,312.75,14.58,287.6,28.01,0.86,7.36,0.52,2.68,2,5
6360,7.1,0.69,0.46,319.7,13.72,163.2,13.06,0.72,7.12,0.64,2.3,2,4
6361,7.1,0.69,0.46,319.7,13.72,163.2,13.06,0.72,7.12,0.64,2.3,2,4
6362,6.9,0.63,0.5,347.5,16.62,197.6,4.48,0.74,7.76,0.68,2.26,2,4
6363,6.9,0.63,0.5,347.5,16.62,197.6,4.48,0.74,7.76,0.68,2.26,2,4
6364,6.4,0.64,0.42,291.9,14.68,133.4,5.77,0.62,6.48,0.32,2.52,2,4
6365,6.4,0.64,0.42,291.9,14.68,133.4,5.77,0.62,6.48,0.32,2.52,2,4
6366,6.6,0.72,0.3,208.5,13.46,287.6,6.81,0.6,6.56,0.38,2.48,2,5
6367,6.6,0.72,0.3,208.5,13.46,287.6,6.81,0.6,6.56,0.38,2.48,2,5
6368,6.8,0.63,0.46,319.7,12.52,163.2,11.2,0.66,6.66,0.44,2.8,2,4
6369,6.8,0.63,0.46,319.7,12.52,163.2,11.2,0.66,6.66,0.44,2.8,2,4
6370,6.3,0.64,0.38,264.1,18.86,287.6,17.24,0.78,6.34,0.52,2.42,2,5
6371,6.3,0.64,0.38,264.1,18.86,287.6,17.24,0.78,6.34,0.52,2.42,2,5
6372,7.1,0.79,0.16,111.2,12.76,167.5,17.24,0.74,7.24,0.44,2.26,2,6
6373,7.1,0.79,0.16,111.2,12.76,167.5,17.24,0.74,7.24,0.44,2.26,2,6
6374,7.7,0.68,0.26,180.7,10.68,239.4,16.3,0.68,6.68,0.36,2.38,2,5
6375,7.7,0.68,0.26,180.7,10.68,239.4,16.3,0.68,6.68,0.36,2.38,2,5
6376,6.9,0.77,0.28,194.6,9.64,167.9,12.8,0.64,7.18,0.32,2.54,2,6
6377,6.9,0.77,0.28,194.6,9.64,167.9,12.8,0.64,7.18,0.32,2.54,2,6
6378,7.7,0.73,0.3,208.5,10.56,111.7,18.7,0.7,6.44,0.48,2.32,2,6
6379,7.7,0.73,0.3,208.5,10.56,111.7,18.7,0.7,6.44,0.48,2.32,2,6
6380,6.8,0.21,0.34,236.3,18.56,283.3,11.2,0.82,6.36,0.26,2.86,2,5
6381,6.8,0.21,0.34,236.3,18.56,283.3,11.2,0.82,6.36,0.26,2.86,2,5
6382,6.3,0.72,0.38,264.1,17.9,239.4,13.76,0.72,6.32,0.28,2.44,2,5
6383,6.3,0.72,0.38,264.1,17.9,239.4,13.76,0.72,6.32,0.28,2.44,2,5
6384,7.9,0.84,0.21,145.95,9.32,163.4,13.76,0.72,6.46,0.36,2.28,2,6
6385,7.9,0.84,0.21,145.95,9.32,163.4,13.76,0.72,6.46,0.36,2.28,2,6
6386,7.6,0.78,0.35,243.25,15.96,199.6,12.6,0.76,7.36,0.5,2.7,2,4
6387,7.6,0.78,0.35,243.25,15.96,199.6,12.6,0.76,7.36,0.5,2.7,2,4
6388,7.4,0.83,0.38,264.1,13.44,287.6,14.8,0.68,6.44,0.3,2.86,2,5
6389,7.4,0.83,0.38,264.1,13.44,287.6,14.8,0.68,6.44,0.3,2.86,2,5
6390,7.3,0.76,0.31,215.45,11.52,163.5,10.4,0.62,7.28,0.68,2.62,2,6
6391,7.3,0.76,0.31,215.45,11.52,163.5,10.4,0.62,7.28,0.68,2.62,2,6
6392,7.2,0.81,0.35,243.25,15.64,216.4,16.6,0.74,6.24,0.34,2.74,2,4
6393,7.2,0.81,0.35,243.25,15.64,216.4,16.6,0.74,6.24,0.34,2.74,2,4
6394,7.3,0.69,0.38,264.1,14.78,167.4,13.08,0.72,7.12,0.36,2.36,2,4
6395,7.3,0.69,0.38,264.1,14.78,167.4,13.08,0.72,7.12,0.36,2.36,2,4
6396,7.1,0.67,0.31,215.45,10.68,176.1,28.01,0.8,6.32,0.46,2.56,2,6
6397,7.1,0.67,0.31,215.45,10.68,176.1,28.01,0.8,6.32,0.46,2.56,2,6
6398,7.7,0.74,0.44,305.8,13.66,163.1,15.5,0.66,6.6,0.32,2.38,2,4
6399,7.7,0.74,0.44,305.8,13.66,163.1,15.5,0.66,6.6,0.32,2.38,2,4
6400,7.6,0.72,0.42,291.9,16.4,166.4,13.08,0.7,6.74,0.42,2.44,2,4
6401,7.6,0.72,0.42,291.9,16.4,166.4,13.08,0.7,6.74,0.42,2.44,2,4
6402,6.7,0.62,0.28,125.1,16.36,169.5,21.55,0.76,6.42,0.28,2.4,2,6
6403,6.7,0.62,0.28,125.1,16.36,169.5,21.55,0.76,6.42,0.28,2.4,2,6
6404,7.1,0.64,0.38,264.1,12.38,169.3,18.53,0.64,6.54,0.34,2.16,2,4
6405,7.1,0.64,0.38,264.1,12.38,169.3,18.53,0.64,6.54,0.34,2.16,2,4
6406,6.3,0.79,0.33,229,10.62,203.1,16.37,0.62,6.26,0.44,2.46,2,4
6407,6.3,0.79,0.33,229,10.62,203.1,16.37,0.62,6.26,0.44,2.46,2,4
6408,6.9,0.81,0.3,208.5,11.5,176.6,28.01,0.72,6.64,0.32,2.32,2,6
6409,6.9,0.81,0.3,208.5,11.5,176.6,28.01,0.72,6.64,0.32,2.32,2,6
6410,7.1,0.73,0.32,222.4,13.84,179.4,13.06,0.66,6.32,0.26,2.46,2,4
6411,7.1,0.73,0.32,222.4,13.84,179.4,13.06,0.66,6.32,0.26,2.46,2,4
6412,7.3,0.68,0.36,250.2,10.2,283.1,12.75,0.68,6.56,0.36,2.26,2,5
6413,7.3,0.68,0.36,250.2,10.2,283.1,12.75,0.68,6.56,0.36,2.26,2,5
6414,7.2,0.73,0.26,180.7,17.42,169.6,17.24,0.74,6.4,0.42,2.34,2,6
6415,7.2,0.73,0.26,180.7,17.42,169.6,17.24,0.74,6.4,0.42,2.34,2,6
6416,6.7,0.81,0.24,166.8,18.22,287.1,23.27,0.82,6.36,0.38,2.38,2,5
6417,6.7,0.81,0.24,166.8,18.22,287.1,23.27,0.82,6.36,0.38,2.38,2,5
6418,6.9,0.67,0.32,222.4,20.26,169.5,11.2,0.86,6.64,0.34,2.3,2,4
6419,6.9,0.67,0.32,222.4,20.26,169.5,11.2,0.86,6.64,0.34,2.3,2,4
6420,6.8,0.67,0.38,264.1,18.62,263.1,21.55,0.6,6.22,0.24,2.24,2,5
6421,6.8,0.67,0.38,264.1,18.62,263.1,21.55,0.6,6.22,0.24,2.24,2,5
6422,7.2,0.64,0.42,291.9,11.63,176.4,26.9,0.78,6.18,0.2,3.12,2,4
6423,7.2,0.64,0.42,291.9,11.63,176.4,26.9,0.78,6.18,0.2,3.12,2,4
6424,7.3,0.73,0.4,278,15.56,283.1,18.7,0.64,6.46,0.54,2.42,2,5
6425,7.3,0.73,0.4,278,15.56,283.1,18.7,0.64,6.46,0.54,2.42,2,5
6426,7,0.77,0.56,347.5,16.9,169.7,10.3,0.66,6.52,0.52,2.26,2,4
6427,7,0.77,0.56,347.5,16.9,169.7,10.3,0.66,6.52,0.52,2.26,2,4
6428,7.1,0.76,0.36,250.2,14.43,287.4,16.9,0.72,6.38,0.56,3.44,2,5
6429,7.1,0.76,0.36,250.2,14.43,287.4,16.9,0.72,6.38,0.56,3.44,2,5
6430,7.5,0.69,0.38,264.1,12.24,169.5,17.5,0.76,6.24,0.22,2.8,2,4
6431,7.5,0.69,0.38,264.1,12.24,169.5,17.5,0.76,6.24,0.22,2.8,2,4
6432,7.4,0.79,0.28,194.6,11.54,287.1,18.6,0.62,6.26,0.46,2.76,2,5
6433,7.4,0.79,0.28,194.6,11.54,287.1,18.6,0.62,6.26,0.46,2.76,2,5
6434,7.3,0.75,0.22,152.9,15.42,163.5,19.7,0.68,6.42,0.38,2.64,2,6
6435,7.3,0.75,0.22,152.9,15.42,163.5,19.7,0.68,6.42,0.38,2.64,2,6
6436,7.7,0.8,0.26,180.7,13.22,179.2,21.7,0.7,6.36,0.36,2.52,2,6
6437,7.7,0.8,0.26,180.7,13.22,179.2,21.7,0.7,6.36,0.36,2.52,2,6
6438,7.6,0.76,0.24,166.8,10.24,283.1,18.7,0.64,6.2,0.58,2.56,2,5
6439,7.6,0.76,0.24,166.8,10.24,283.1,18.7,0.64,6.2,0.58,2.56,2,5
6440,7.8,0.82,0.28,194.6,16.46,169.4,17.6,0.66,6.28,0.24,2.3,2,6
6441,7.8,0.82,0.28,194.6,16.46,169.4,17.6,0.66,6.28,0.24,2.3,2,6
6442,6.9,0.77,0.4,278,13.96,283.1,19.3,0.6,6.64,0.26,2.58,2,5
6443,6.9,0.77,0.4,278,13.96,283.1,19.3,0.6,6.64,0.26,2.58,2,5
6444,7.1,0.76,0.32,222.4,10.32,169.5,21.6,0.72,6.86,0.32,2.7,2,4
6445,7.1,0.76,0.32,222.4,10.32,169.5,21.6,0.72,6.86,0.32,2.7,2,4
6446,7.5,0.69,0.52,347.5,11.58,139.7,28.6,0.74,6.94,0.34,2.68,2,4
6447,7.5,0.69,0.52,347.5,11.58,139.7,28.6,0.74,6.94,0.34,2.68,2,4
6448,7.4,0.77,0.36,250.2,10.4,167.4,16.7,0.68,6.26,0.5,2.48,2,4
6449,7.4,0.77,0.36,250.2,10.4,167.4,16.7,0.68,6.26,0.5,2.48,2,4
6450,7.3,0.76,0.38,264.1,15.36,283.1,19.3,0.64,6.32,0.56,2.4,2,5
6451,7.3,0.76,0.38,264.1,15.36,283.1,19.3,0.64,6.32,0.56,2.4,2,5
6452,7.2,0.76,0.32,222.4,12.3,169.2,18.6,0.76,6.4,0.38,2.52,2,4
6453,7.2,0.76,0.32,222.4,12.3,169.2,18.6,0.76,6.4,0.38,2.52,2,4
6454,6.9,0.69,0.4,278,14.44,176.3,8.6,0.7,6.24,0.32,2.64,2,4
6455,6.9,0.69,0.4,278,14.44,176.3,8.6,0.7,6.24,0.32,2.64,2,4
6456,7,0.52,0.29,201.55,18.77,72.88,10.2,0.58,7.18,1.7,5.36,2,6
6457,7.1,0.62,0.48,333.6,25.5,63.98,12.5,0.56,7.72,1.64,5.24,2,4
6458,7.1,0.63,0.51,354.45,26.3,64.75,13.8,0.54,7.2,1.66,5.28,2,4
6459,7,0.7,0.52,361.4,16.3,69.12,17.2,0.56,6.84,1.66,6.16,2,4
6460,6.8,0.63,0.43,298.85,17.5,71.18,12.8,0.6,6.62,1.36,4.36,2,4
6461,6.9,0.62,0.46,319.7,19.4,57.16,9.5,0.62,6.36,1.8,5.4,2,4
6462,6.8,0.63,0.31,250.2,17.5,163.4,12.75,0.68,6.68,0.38,2.36,2,4
6463,6.9,0.62,0.28,125.1,16.64,203.1,6.81,0.7,6.7,0.4,2.72,2,6
6464,6.8,0.63,0.41,284.95,10.46,169.7,21.55,0.72,6.72,0.42,2.78,2,4
6465,6.9,0.53,0.32,222.4,13.42,139.5,11.2,0.68,6.8,0.48,2.82,2,4
6466,6.8,0.54,0.29,201.55,14.48,106.3,5.17,0.7,6.64,0.4,2.8,2,6
